icao,iata,name,city,country,lat,lng,alt
DTTX,SFA,Sfax Thyna International Airport,Sfax,Tunisia,34.7179985046,10.6909999847,85
DTTZ,TOE,Tozeur Nefta International Airport,Tozeur,Tunisia,33.9397010803,8.1105604172,287
DXNG,LRL,Niamtougou International Airport,Niatougou,Togo,9.7673301697,1.0912499428,1515
DXXX,LFW,Lomé-Tokoin Airport,Lome,Togo,6.1656098366,1.2545100451,72
EBAW,ANR,Antwerp International Airport (Deurne),Antwerp,Belgium,51.1893997192,4.4602799416,39
EBBE,,Beauvechain Air Base,Beauvechain,Belgium,50.7585983276,4.7683300972,370
EBBL,,Kleine Brogel Air Base,Kleine Brogel,Belgium,51.168301,5.47,200
EBBR,BRU,Brussels Airport,Brussels,Belgium,50.9014015198,4.4844398499,184
EBBX,,Jehonville Air Base,Bertrix,Belgium,49.8917007446,5.2238898277,1514
EBCI,CRL,Brussels South Charleroi Airport,Charleroi,Belgium,50.4592018127,4.4538202286,614
EBCV,,Chièvres Air Base,Chievres,Belgium,50.5758018494,3.8310000896,194
EBFN,,Koksijde Air Base,Koksijde,Belgium,51.0903015137,2.652780056,20
EBFS,,Florennes Air Base,Florennes,Belgium,50.2433013916,4.6458301544,935
EBKT,QKT,Wevelgem Airport,Kortrijk-vevelgem,Belgium,50.817199707,3.2047200203,64
EBLG,LGG,Liège Airport,Liege,Belgium,50.6374015808,5.4432201385,659
EBOS,OST,Ostend-Bruges International Airport,Ostend,Belgium,51.1988983154,2.8622200489,13
EBSL,,Zutendaal Air Base,Zutendaal,Belgium,50.9474983215,5.5905599594,312
EBST,,Limburg Regional Airport,Sint-truiden,Belgium,50.7919006348,5.2016701698,246
EBSU,,Saint Hubert Air Base,St.-hubert,Belgium,50.0344009399,5.4408102036,1930
EBUL,,Ursel Air Base,Ursel,Belgium,51.1441993713,3.4755599499,95
EBWE,,Weelde Air Base,Weelde,Belgium,51.3947982788,4.9601898193,105
EBZR,,Oostmalle Air Base,Zoersel,Belgium,51.264702,4.75333,53
EDAB,,Bautzen Airport,Bautzen,Germany,51.193611145,14.5197219849,568
EDAC,AOC,Altenburg-Nobitz Airport,Altenburg,Germany,50.9819450378,12.5063886642,640
EDAD,,Dessau Airport,Dessau,Germany,51.831693541,12.1909618378,187
EDAE,,Eisenhüttenstadt Airport,Eisenhuettenstadt,Germany,52.195856,14.58753,144
EDAK,,Großenhain Airport,Suhl,Germany,51.3080558777,13.5555562973,417
EDAM,,Merseburg Airport,Muehlhausen,Germany,51.3630556,11.9408333,341
EDAQ,,Halle-Oppin Airport,Halle,Germany,51.552223,12.053889,348
EDAU,,Riesa-Göhlis Airport,Riesa,Germany,51.2936096191,13.3561105728,322
EDAX,,Rechlin-Lärz Airport,Rechlin-laerz,Germany,53.306388855,12.7522220612,220
EDAY,,Strausberg Airport,Strausberg,Germany,52.5805549622,13.9166669846,262
EDAZ,,Schönhagen Airport,Schoenhagen,Germany,52.2036094666,13.1563892365,131
EDBH,BBH,Barth Airport,Barth,Germany,54.338253,12.710515,23
EDBJ,,Jena-Schöngleina Airport,Jena,Germany,50.9152793884,11.7144441605,1247
EDBK,,Kyritz Airport,Kyritz,Germany,52.918888092,12.42527771,131
EDBM,,"Magdeburg \""City\"" Airport",Magdeburg,Germany,52.073612,11.626389,259
EDBR,,Rothenburg/Görlitz Airport,Rothenburg/ol,Germany,51.3633346558,14.9499998093,518
EDCA,,Anklam Airport,Anklam,Germany,53.8327789307,13.6686105728,16
EDCD,,Cottbus-Drewitz Airport,Cottbus,Germany,51.889442,14.531944,272
EDCM,,Kamenz Airport,Kamenz,Germany,51.2969436646,14.1274995804,495
EDDB,SXF,Berlin-Schönefeld International Airport,Berlin,Germany,52.3800010681,13.5225000381,157
EDDC,DRS,Dresden Airport,Dresden,Germany,51.1328010559,13.76720047,755
EDDE,ERF,Erfurt Airport,Erfurt,Germany,50.979801178,10.9581003189,1036
EDDF,FRA,Frankfurt am Main International Airport,Frankfurt,Germany,50.0333333,8.5705556,364
EDDG,FMO,Münster Osnabrück Airport,Munster,Germany,52.134601593,7.6848301888,160
EDDH,HAM,Hamburg Airport,Hamburg,Germany,53.6304016113,9.9882297516,53
EDDI,THF,Berlin-Tempelhof International Airport,Berlin,Germany,52.4729995728,13.4039001465,167
EDDK,CGN,Cologne Bonn Airport,Cologne,Germany,50.8658981323,7.1427397728,302
EDDL,DUS,Düsseldorf International Airport,Duesseldorf,Germany,51.2895011902,6.7667798996,147
EDDM,MUC,Munich International Airport,Munich,Germany,48.3538017273,11.7861003876,1487
EDDN,NUE,Nuremberg Airport,Nuernberg,Germany,49.498699,11.0780556,1046
EDDP,LEJ,Leipzig Halle Airport,Leipzig,Germany,51.4238889,12.2363889,465
EDDR,SCN,Saarbrücken Airport,Saarbruecken,Germany,49.2145996094,7.1095099449,1058
EDDS,STR,Stuttgart Airport,Stuttgart,Germany,48.6898994446,9.2219600678,1276
EDDT,TXL,Berlin-Tegel International Airport,Berlin,Germany,52.5597000122,13.2876996994,122
EDDV,HAJ,Hannover Airport,Hannover,Germany,52.461101532,9.6850795746,183
EDDW,BRE,Bremen Airport,Bremen,Germany,53.0475006104,8.7866697311,14
EDFE,QEF,Frankfurt-Egelsbach Airport,Egelsbach,Germany,49.9599990845,8.6458330154,384
EDFH,HHN,Frankfurt-Hahn Airport,Hahn,Germany,49.9486999512,7.2638897896,1649
EDFM,MHG,Mannheim-City Airport,Mannheim,Germany,49.4730567932,8.514166832,308
EDFQ,,Allendorf/Eder Airport,Allendorf,Germany,51.0349998474,8.6808328629,1158
EDFV,,Worms Airport,Worms,Germany,49.606945,8.368333,295
EDFZ,,Mainz-Finthen Airport,Mainz,Germany,49.967499,8.147222,525
EDGE,,Eisenach-Kindel Airport,Eisenach,Germany,50.991604,10.47973,1112
EDGS,,Siegerland Airport,Siegerland,Germany,50.707698822,8.0829696655,1966
EDHI,XFW,Hamburg-Finkenwerder Airport,Hamburg,Germany,53.5352783203,9.8355560303,23
EDHK,KEL,Kiel-Holtenau Airport,Kiel,Germany,54.3794441223,10.145277977,102
EDHL,LBC,Lübeck Blankensee Airport,Luebeck,Germany,53.8054008484,10.7192001343,53
EDKV,,Flugplatz Dahlemer Binz,Dahlemer Binz,Germany,50.405555725,6.5288891792,1896
EDKZ,,Meinerzhagen Airport,Meinerzhagen,Germany,51.0999984741,7.5999999046,1549
EDLA,ZCA,Arnsberg-Menden Airport,Arnsberg,Germany,51.4838905334,7.8983330727,794
EDLE,ESS,Essen Mulheim Airport,Essen,Germany,51.4023017883,6.9373297691,424
EDLI,,Bielefeld Airport,Bielefeld,Germany,51.9647216797,8.5444440842,433
EDLN,MGL,Mönchengladbach Airport,Moenchengladbach,Germany,51.2302780151,6.5044441223,125
EDLP,PAD,Paderborn Lippstadt Airport,Paderborn,Germany,51.6141014099,8.6163196564,699
EDLS,,Stadtlohn-Vreden Airport,Stadtlohn,Germany,51.9958343506,6.8405561447,157
EDLW,DTM,Dortmund Airport,Dortmund,Germany,51.5182991028,7.6122398377,425
EDMA,AGB,Augsburg Airport,Augsburg,Germany,48.425278,10.931667,1516
EDMB,,Biberach a.d. Riß Airport,Biberach,Germany,48.1111106873,9.7627782822,1903
EDME,,Eggenfelden Airport,Eggenfelden,Germany,48.3961105347,12.723610878,1342
EDMN,,Mindelheim-Mattsies Airport,Mindelheim,Germany,48.1069450378,10.5249996185,1857
EDMO,OBF,Oberpfaffenhofen Airport,Oberpfaffenhofen,Germany,48.081401825,11.2831001282,1947
EDMS,RBM,Straubing Airport,Straubing,Germany,48.9008331299,12.516667366,1047
EDMV,,Vilshofen Airport,Vilshofen,Germany,48.6349983215,13.195555687,991
EDNL,,Leutkirch-Unterzeil Airport,Leutkirch,Germany,47.8588905334,10.014166832,2100
EDNY,FDH,Friedrichshafen Airport,Friedrichshafen,Germany,47.6712989807,9.5114898682,1367
EDOP,SZW,Schwerin Parchim Airport,Parchim,Germany,53.426998,11.7834,166
EDOV,ZSN,Stendal-Borstel Airport,Stendal,Germany,52.6288871765,11.818611145,184
EDPA,,Aalen-Heidenheim/Elchingen Airport,Aalen-heidenheim,Germany,48.7777786255,10.2647218704,1916
EDQD,BYU,Bayreuth Airport,Bayreuth,Germany,49.9850006104,11.6400003433,1601
EDQE,,Burg Feuerstein Airport,Burg Feuerstein,Germany,49.7941665649,11.1336107254,1673
EDQM,HOQ,Hof-Plauen Airport,Hof,Germany,50.2886123657,11.8563890457,1959
EDQT,,Haßfurt-Schweinfurt Airport,Hassfurt,Germany,50.0180549622,10.5294437408,719
EDRK,ZNV,Koblenz-Winningen Airport,Koblenz,Germany,50.3255577087,7.5286111832,640
EDRT,ZQF,Trier-Föhren Airport,Trier,Germany,49.8638877869,6.7874999046,666
EDRY,ZQC,Speyer Airport,Speyer,Germany,49.3047218323,8.4513893127,312
EDRZ,ZQW,Zweibrücken Airport,Zweibruecken,Germany,49.209400177,7.4005599022,1132
EDTD,ZQL,Donaueschingen-Villingen Airport,Donaueschingen,Germany,47.9733314514,8.5222215653,2231
EDTF,,Freiburg i. Br. Airport,Freiburg,Germany,48.0227775574,7.8324999809,801
EDTM,,Mengen-Hohentengen Airport,Mengen,Germany,48.0538902283,9.3727779388,1818
EDTY,,Adolf Würth Airport,Schwaebisch Hall,Germany,49.1183319092,9.7838888168,1299
EDUS,,Finsterwalde/Schacksdorf Airport,Soest,Germany,51.607498,13.743611,384
EDVE,BWE,Braunschweig Wolfsburg Airport,Braunschweig,Germany,52.319199,10.5561,295
EDVK,KSF,Kassel-Calden Airport,Kassel,Germany,51.417273,9.384967,820
EDVM,,Hildesheim Airport,Hildesheim,Germany,52.181388855,9.9463891983,292
EDWB,BRV,Bremerhaven Airport,Bremerhaven,Germany,53.506943,8.572778,10
EDWE,EME,Emden Airport,Emden,Germany,53.3911094666,7.2274999619,3
EDWF,,Leer-Papenburg Airport,Leer,Germany,53.2719421387,7.4416670799,3
EDWI,WVN,Wilhelmshaven-Mariensiel Airport,Wilhelmshaven,Germany,53.5022201538,8.0522222519,16
EDWR,BMK,Borkum Airport,Borkum,Germany,53.5963897705,6.7091670036,3
EDWY,NRD,Norderney Airport,Norderney,Germany,53.706943512,7.2300000191,7
EDXF,FLF,Flensburg-Schäferhaus Airport,Flensburg,Germany,54.7733345032,9.3788890839,131
EDXR,,Rendsburg-Schachtholm Airport,Rendsburg,Germany,54.2200012207,9.5994443893,23
EDXW,GWT,Westerland Sylt Airport,Westerland,Germany,54.9132003784,8.340470314,51
EEEI,,Ämari Air Base,Armari Air Force Base,Estonia,59.2602996826,24.2084999084,65
EEKA,KDL,Kärdla Airport,Kardla,Estonia,58.9907989502,22.8306999207,18
EEKE,URE,Kuressaare Airport,Kuressaare,Estonia,58.2299003601,22.5095005035,14
EEPU,EPU,Pärnu Airport,Parnu,Estonia,58.4189987183,24.4727993011,47
EETN,TLL,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,59.4132995605,24.8327999115,131
EETU,TAY,Tartu Airport,Tartu,Estonia,58.3074989319,26.6903991699,219
EFET,ENF,Enontekio Airport,Enontekio,Finland,68.3626022339,23.4242992401,1005
EFEU,,Eura Airport,Eura,Finland,61.1161003113,22.2014007568,259
EFHA,KEV,Halli Airport,Halli,Finland,61.856039,24.786686,479
EFHF,HEM,Helsinki Malmi Airport,Helsinki,Finland,60.2546005249,25.0428009033,57
EFHK,HEL,Helsinki Vantaa Airport,Helsinki,Finland,60.317199707,24.963300705,179
EFHM,,Hameenkyro Airport,Hameenkyro,Finland,61.6897010803,23.0736999512,449
EFHN,,Hanko Airport,Hanko,Finland,59.8488998413,23.0835990906,20
EFHV,HYV,Hyvinkää Airfield,Hyvinkaa,Finland,60.6543998718,24.8810997009,430
EFIK,,Kiikala Airport,Kikala,Finland,60.4625015259,23.6525001526,381
EFIM,,Immola Airport,Immola,Finland,61.2491989136,28.9036998749,338
EFIT,,Kitee Airport,Kitee,Finland,62.1661,30.073601,364
EFIV,IVL,Ivalo Airport,Ivalo,Finland,68.6072998047,27.4053001404,481
EFJO,JOE,Joensuu Airport,Joensuu,Finland,62.6628990173,29.6075000763,398
EFJY,JYV,Jyvaskyla Airport,Jyvaskyla,Finland,62.3995018005,25.6783008575,459
EFKA,KAU,Kauhava Airport,Kauhava,Finland,63.127102,23.051399,151
EFKE,KEM,Kemi-Tornio Airport,Kemi,Finland,65.7787017822,24.5820999146,61
EFKI,KAJ,Kajaani Airport,Kajaani,Finland,64.2854995728,27.6923999786,483
EFKJ,,Kauhajoki Airport,Kauhajoki,Finland,62.4625015259,22.3931007385,407
EFKK,KOK,Kokkola-Pietarsaari Airport,Kruunupyy,Finland,63.7211990356,23.1431007385,84
EFKM,,Kemijarvi Airport,Kemijarvi,Finland,66.712898,27.156799,692
EFKS,KAO,Kuusamo Airport,Kuusamo,Finland,65.9876022339,29.2394008636,866
EFKT,KTT,Kittilä Airport,Kittila,Finland,67.7009963989,24.8467998505,644
EFKU,KUO,Kuopio Airport,Kuopio,Finland,63.0070991516,27.7978000641,323
EFLA,,Lahti Vesivehmaa Airport,Vesivehmaa,Finland,61.144199,25.693501,502
EFLP,LPP,Lappeenranta Airport,Lappeenranta,Finland,61.044601,28.144743,349
EFMA,MHQ,Mariehamn Airport,Mariehamn,Finland,60.1222000122,19.8981990814,17
EFME,,Menkijarvi Airport,Menkijarvi,Finland,62.9467010498,23.5188999176,331
EFMI,MIK,Mikkeli Airport,Mikkeli,Finland,61.6866,27.201799,329
EFNU,,Nummela Airport,Nummela,Finland,60.3339004517,24.2964000702,367
EFOU,OUL,Oulu Airport,Oulu,Finland,64.9300994873,25.3546009064,47
EFPI,,Piikajarvi Airport,Piikajarvi,Finland,61.2456016541,22.1933994293,148
EFPO,POR,Pori Airport,Pori,Finland,61.4617004395,21.7999992371,44
EFPU,,Pudasjärvi Airport,Pudasjarvi,Finland,65.4021987915,26.9468994141,397
EFPY,,Pyhäsalmi Airport,Pyhasalmi,Finland,63.7318992615,25.9263000488,528
EFRH,,Raahe Pattijoki Airport,Pattijoki,Finland,64.6881027222,24.6958007812,118
EFRN,,Rantasalmi Airport,Rantasalmi,Finland,62.0654983521,28.3565006256,292
EFRO,RVN,Rovaniemi Airport,Rovaniemi,Finland,66.5647964478,25.8304004669,642
EFRY,,Rayskala Airport,Rayskala,Finland,60.7447013855,24.10779953,407
EFSA,SVL,Savonlinna Airport,Savonlinna,Finland,61.9430999756,28.9451007843,311
EFSE,,Selanpaa Airport,Selanpaa,Finland,61.0624008179,26.7989006042,417
EFSO,SOT,Sodankyla Airport,Sodankyla,Finland,67.3949966431,26.6191005707,602
EFTP,TMP,Tampere-Pirkkala Airport,Tampere,Finland,61.414100647,23.6044006348,390
EFTS,,Teisko Airport,Teisko,Finland,61.7733,24.027,515
EFTU,TKU,Turku Airport,Turku,Finland,60.5140991211,22.2628002167,161
EFUT,QVY,Utti Air Base,Utti,Finland,60.8964004517,26.9384002686,339
EFVA,VAA,Vaasa Airport,Vaasa,Finland,63.0507011414,21.7621994019,19
EFVR,VRK,Varkaus Airport,Varkaus,Finland,62.1711006165,27.8686008453,286
EFYL,,Ylivieska Airfield,Ylivieska-raudaskyla,Finland,64.0547222,24.7252778,252
EGAA,BFS,Belfast International Airport,Belfast,United Kingdom,54.6575012207,-6.2158298492,268
EGAB,ENK,St Angelo Airport,Enniskillen,United Kingdom,54.3988990784,-7.6516699791,155
EGAC,BHD,George Best Belfast City Airport,Belfast,United Kingdom,54.6180992126,-5.8724999428,15
EGAE,LDY,City of Derry Airport,Londonderry,United Kingdom,55.0428009033,-7.1611099243,22
EGBB,BHX,Birmingham International Airport,Birmingham,United Kingdom,52.4538993835,-1.7480299473,327
EGBE,CVT,Coventry Airport,Coventry,United Kingdom,52.3697013855,-1.4797199965,267
EGBG,,Leicester Airport,Leicester,United Kingdom,52.60779953,-1.0319399834,469
EGBJ,GLO,Gloucestershire Airport,Golouchestershire,United Kingdom,51.8941993713,-2.1672201157,101
EGBO,,Wolverhampton Halfpenny Green Airport,Halfpenny Green,United Kingdom,52.5175018311,-2.2594399452,283
EGBP,,Cotswold Airport,Pailton,United Kingdom,51.668095,-2.05694,433
EGBT,,Turweston Airport,Turweston,United Kingdom,52.0407981873,-1.0955599546,448
EGBW,,Wellesbourne Mountford Airport,Wellesbourne,United Kingdom,52.192199707,-1.6144399643,159
EGCC,MAN,Manchester Airport,Manchester,United Kingdom,53.3536987305,-2.2749500275,257
EGCD,,Manchester Woodford Airport,Woodfort,United Kingdom,53.3381,-2.14889,295
EGDC,,Royal Marines Base Chivenor Airport,Chivenor,United Kingdom,51.0872001648,-4.1503400803,27
EGHQ,NQY,Newquay Cornwall Airport,Newquai,United Kingdom,50.4406013489,-4.9954099655,390
EGDL,LYE,RAF Lyneham,Lyneham,United Kingdom,51.5051,-1.99343,513
EGDM,,MoD Boscombe Down Airport,Boscombe Down,United Kingdom,51.1521987915,-1.747410059,407
EGDR,,RNAS Culdrose,Culdrose,United Kingdom,50.086101532,-5.255710125,267
EGDX,,MOD St. Athan,St. Athan,United Kingdom,51.404800415,-3.4357500076,163
EGDY,YEO,RNAS Yeovilton,Yeovilton,United Kingdom,51.0093994141,-2.6388199329,75
EGFE,,Haverfordwest Airport,Haverfordwest,United Kingdom,51.8330993652,-4.9611101151,159
EGFF,CWL,Cardiff International Airport,Cardiff,United Kingdom,51.3967018127,-3.3433299065,220
EGFH,SWS,Swansea Airport,Swansea,United Kingdom,51.6053009033,-4.0678300858,299
EGGD,BRS,Bristol Airport,Bristol,United Kingdom,51.382702,-2.71909,622
EGGP,LPL,Liverpool John Lennon Airport,Liverpool,United Kingdom,53.3335990906,-2.8497200012,80
EGGW,LTN,London Luton Airport,London,United Kingdom,51.8746986389,-0.3683330119,526
EGHD,PLH,Plymouth City Airport,Plymouth,United Kingdom,50.422798,-4.10583,476
EGHH,BOH,Bournemouth Airport,Bournemouth,United Kingdom,50.7799987793,-1.8424999714,38
EGHI,SOU,Southampton Airport,Southampton,United Kingdom,50.9502983093,-1.3567999601,44
EGHL,QLA,Lasham Airport,Lasham,United Kingdom,51.1871986389,-1.0334999561,618
EGJA,ACI,Alderney Airport,Alderney,Guernsey,49.7061004639,-2.2147200108,290
EGJB,GCI,Guernsey Airport,Guernsey,Guernsey,49.4350013733,-2.6019699574,336
EGJJ,JER,Jersey Airport,Jersey,Jersey,49.207901001,-2.1955099106,277
EGKA,ESH,Shoreham Airport,Shoreham By Sea,United Kingdom,50.8356018066,-0.2972219884,7
EGKB,BQH,London Biggin Hill Airport,Biggin Hill,United Kingdom,51.3307991028,0.0324999988,598
EGKK,LGW,London Gatwick Airport,London,United Kingdom,51.1481018066,-0.1902779937,202
EGLC,LCY,London City Airport,London,United Kingdom,51.505299,0.055278,19
EGLF,FAB,Farnborough Airport,Farnborough,United Kingdom,51.2757987976,-0.7763329744,238
EGLJ,,Chalgrove Airport,Chalsgrove,United Kingdom,51.6761016846,-1.080829978,240
EGLK,BBS,Blackbushe Airport,Blackbushe,United Kingdom,51.3238983154,-0.8475000262,325
EGLL,LHR,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,83
EGMC,SEN,Southend Airport,Southend,United Kingdom,51.5713996887,0.695555985,49
EGMD,LYX,Lydd Airport,Lydd,United Kingdom,50.9561004639,0.9391670227,13
EGMH,MSE,Kent International Airport,Manston,United Kingdom,51.342201,1.34611,178
EGNB,,Brough Airport,Brough,United Kingdom,53.7197,-0.566333,12
EGNC,CAX,Carlisle Airport,Carlisle,United Kingdom,54.9375,-2.8091700077,190
EGNE,,Retford Gamston Airport,Repton,United Kingdom,53.2806015015,-0.9513890147,91
EGNH,BLK,Blackpool International Airport,Blackpool,United Kingdom,53.7717018127,-3.0286099911,34
EGNJ,HUY,Humberside Airport,Humberside,United Kingdom,53.5744018555,-0.3508329988,121
EGNL,BWF,Barrow Walney Island Airport,Barrow Island,United Kingdom,54.1286111,-3.2675,173
EGNM,LBA,Leeds Bradford Airport,Leeds,United Kingdom,53.8658981323,-1.6605700254,681
EGNO,,Warton Airport,Warton,United Kingdom,53.745098114,-2.8830599785,55
EGNR,CEG,Hawarden Airport,Hawarden,United Kingdom,53.1781005859,-2.9777801037,45
EGNS,IOM,Isle of Man Airport,Isle Of Man,Isle of Man,54.0833015442,-4.6238899231,52
EGNT,NCL,Newcastle Airport,Newcastle,United Kingdom,55.0374984741,-1.6916699409,266
EGNV,MME,Durham Tees Valley Airport,Teesside,United Kingdom,54.5092010498,-1.4294099808,120
EGNX,EMA,East Midlands Airport,East Midlands,United Kingdom,52.8311004639,-1.3280600309,306
EGOD,,Llanbedr Airport,Llanbedr,United Kingdom,52.8116989136,-4.1235799789,30
EGOE,,RAF Ternhill,Ternhill,United Kingdom,52.8712005615,-2.5335600376,272
EGOS,,RAF Shawbury,Shawbury,United Kingdom,52.7981987,-2.6680400372,249
EGOW,,RAF Woodvale,Woodvale,United Kingdom,53.5816001892,-3.0555200577,37
EGPA,KOI,Kirkwall Airport,Kirkwall,United Kingdom,58.9578018188,-2.9049999714,50
EGPB,LSI,Sumburgh Airport,Sumburgh,United Kingdom,59.8788986206,-1.2955600023,20
EGPC,WIC,Wick Airport,Wick,United Kingdom,58.4589004517,-3.0930600166,126
EGPD,ABZ,Aberdeen Dyce Airport,Aberdeen,United Kingdom,57.2019004822,-2.1977798939,215
EGPE,INV,Inverness Airport,Inverness,United Kingdom,57.5424995422,-4.0475001335,31
EGPF,GLA,Glasgow International Airport,Glasgow,United Kingdom,55.8718986511,-4.4330601692,26
EGPH,EDI,Edinburgh Airport,Edinburgh,United Kingdom,55.9500007629,-3.3724999428,135
EGPI,ILY,Islay Airport,Islay,United Kingdom,55.6819000244,-6.2566699982,56
EGPK,PIK,Glasgow Prestwick Airport,Prestwick,United Kingdom,55.5093994141,-4.5866699219,65
EGPL,BEB,Benbecula Airport,Benbecula,United Kingdom,57.481098175,-7.3627800941,19
EGPM,SCS,Scatsta Airport,Scatsta,United Kingdom,60.432800293,-1.296110034,81
EGPN,DND,Dundee Airport,Dundee,United Kingdom,56.4524993896,-3.0258300304,17
EGPO,SYY,Stornoway Airport,Stornoway,United Kingdom,58.2155990601,-6.3311100006,26
EGPU,TRE,Tiree Airport,Tiree,United Kingdom,56.4991989136,-6.8691701889,38
EGQL,ADX,RAF Leuchars,Leuchars,United Kingdom,56.3728981018,-2.8684399128,38
EGQS,LMO,RAF Lossiemouth,Lossiemouth,United Kingdom,57.7052001953,-3.3391699791,42
EGSC,CBG,Cambridge Airport,Cambridge,United Kingdom,52.2050018311,0.174999997,47
EGSF,,Peterborough Business Airport,Peterborough,United Kingdom,52.4681015015,-0.2511110008,26
EGSH,NWI,Norwich International Airport,Norwich,United Kingdom,52.6758003235,1.2827800512,117
EGSS,STN,London Stansted Airport,London,United Kingdom,51.8849983215,0.2349999994,348
EGSX,,North Weald Airport,North Weald,United Kingdom,51.721698761,0.1541669965,321
EGSY,,Sheffield City Heliport,Fowlmere,United Kingdom,53.394299,-1.38849,231
EGTC,,Cranfield Airport,Cranfield,United Kingdom,52.0722007751,-0.6166669726,358
EGTE,EXT,Exeter International Airport,Exeter,United Kingdom,50.7344017029,-3.4138898849,102
EGTG,FZO,Bristol Filton Airport,Bristol,United Kingdom,51.5194015503,-2.5908300877,226
EGTK,OXF,Oxford (Kidlington) Airport,Oxford,United Kingdom,51.8368988037,-1.3200000525,270
EGUB,,RAF Benson,Benson,United Kingdom,51.6164016724,-1.0958299637,226
EGUL,,RAF Lakenheath,Lakenheath,United Kingdom,52.4093017578,0.5609999895,32
EGUN,MHZ,RAF Mildenhall,Mildenhall,United Kingdom,52.3619003296,0.4864059985,33
EGUW,,RAF Wattisham,Wattisham,United Kingdom,52.1273002625,0.956264019,284
EGUY,,RAF Wyton,Wyton,United Kingdom,52.3572006226,-0.107832998,135
EGVA,FFD,RAF Fairford,Fairford,United Kingdom,51.6822013855,-1.7900300026,286
EGVN,BZZ,RAF Brize Norton,Brize Norton,United Kingdom,51.75,-1.58362,288
EGVO,ODH,RAF Odiham,Odiham,United Kingdom,51.2341003418,-0.9428250194,405
EGWC,,DCAE Cosford Air Base,Cosford,United Kingdom,52.639999,-2.30558,272
EGWU,NHT,RAF Northolt,Northolt,United Kingdom,51.5530014038,-0.418166995,124
EGXC,QCY,RAF Coningsby,Coningsby,United Kingdom,53.0929985046,-0.1660140008,25
EGXD,,RAF Dishforth,Dishforth,United Kingdom,54.1371994019,-1.4202500582,117
EGXE,,Leeming Airport,Leeming,United Kingdom,54.2924,-1.5354,132
EGXG,,Leeds East Airport,Church Fenton,United Kingdom,53.834301,-1.1955,29
